GET_taken|photo_num|mag_number|mag_code|film_type|revolution_num|principal_lat|principal_long|camera_tilt|camera_azimuth|alt_km|lens_mm|sun_elevation|activity_name|description|photographer|date_taken
skip|20193|133|J|||||||||||BLANK|Jack Schmitt|1
145:06:05|20194|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|2
145:06:30|20195|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TD STA 4|Jack Schmitt|3
145:07:00|20196|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|4
145:07:52|20197|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|5
145:08:10|20198|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|6
145:08:15|20199|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|7
145:08:20|20200|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|8
145:08:25|20201|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|9
145:09:06|20202|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|10
145:09:30|20203|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|11
145:10:00|20204|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|12
145:10:39|20205|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|13
145:11:00|20206|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|14
145:11:20|20207|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|15
145:11:50|20208|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|16
145:12:00|20209|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|17
145:12:10|20210|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|18
145:12:30|20211|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|19
145:12:50|20212|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|20
145:13:10|20213|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|21
145:13:30|20214|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|22
145:14:00|20215|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|23
145:14:45|20216|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|24
145:15:35|20217|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|25
145:17:41|20218|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|26
145:17:55|20219|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|27
145:18:00|20220|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|28
145:18:20|20221|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|29
145:18:40|20222|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|30
145:19:47|20223|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|31
145:20:20|20224|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|32
145:20:40|20225|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|33
145:21:00|20226|133|J|3401|||||||60|27|EVA 2|LRV TRAVERSE, STA 3 TO STA 4|Jack Schmitt|34
145:21:38|20227|133|J|3401|||||||60|27|EVA 2|LRV traverse / Station 3 to Station 4|Jack Schmitt|35
145:22:14|20228|133|J|3401|||||||60|27|EVA 2|Station 4 / pan frame - Turning to park at Shorty Crater|Jack Schmitt|36
145:27:24|20229|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, SCOOP|Jack Schmitt|37
145:27:26|20230|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|38
145:27:28|20231|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|39
145:27:30|20232|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, SCOOP|Jack Schmitt|40
145:27:32|20233|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|41
145:27:34|20234|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|42
145:27:36|20235|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|43
145:27:38|20236|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|44
145:27:40|20237|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|45
145:27:42|20238|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|46
145:27:44|20239|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|47
145:27:46|20240|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|48
145:27:48|20241|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|49
145:27:50|20242|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|50
145:27:52|20243|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|51
145:27:54|20244|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|52
145:27:56|20245|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, CDR|Jack Schmitt|53
145:27:58|20246|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, CDR|Jack Schmitt|54
145:28:00|20247|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, CDR, LRV|Jack Schmitt|55
145:28:02|20248|133|J|3401|||||||60|27|EVA 2|Station 4 / pan frame - Cernan replacing the dustbrush in its holder|Jack Schmitt|56
145:28:04|20249|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, LRV|Jack Schmitt|57
145:28:06|20250|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, CDR, LRV|Jack Schmitt|58
145:28:08|20251|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, LRV|Jack Schmitt|59
145:28:10|20252|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, LRV|Jack Schmitt|60
145:28:12|20253|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|61
145:28:14|20254|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|62
145:28:16|20255|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|63
145:28:18|20256|133|J|3401|||||||60|27|EVA 2|STA 4, PAN|Jack Schmitt|64
145:28:20|20257|133|J|3401|||||||60|27|EVA 2|STA4,PAN, OVEREXPOSED|Jack Schmitt|65
145:28:22|20258|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|66
145:28:24|20259|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|67
145:28:26|20260|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|68
145:28:28|20261|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|69
145:28:30|20262|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|70
145:28:32|20263|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|71
145:28:34|20264|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|72
145:28:36|20265|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|73
145:28:38|20266|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|74
145:28:40|20267|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|75
145:28:42|20268|133|J|3401|||||||60|27|EVA 2|STA 4, PAN, OVEREXPOSED|Jack Schmitt|76
145:57:50|20269|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|77
145:58:00|20270|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|78
145:58:05|20271|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|79
145:58:10|20272|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|80
145:58:15|20273|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|81
145:58:20|20274|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|82
145:58:25|20275|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|83
145:58:30|20276|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|84
145:58:35|20277|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|85
145:58:40|20278|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|86
145:58:45|20279|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|87
146:07:51|20280|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, SPL 5110, 15, SEIS CHRG|Jack Schmitt|88
146:07:56|20281|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|89
146:07:58|20282|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|90
146:08:01|20283|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|91
146:08:04|20284|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|92
146:08:06|20285|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|93
146:08:09|20286|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|94
146:08:12|20287|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|95
146:08:15|20288|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|96
146:08:17|20289|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|97
146:08:20|20290|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|98
146:08:23|20291|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|99
146:08:26|20292|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|100
146:08:28|20293|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV, LRV Tracks|Jack Schmitt|101
146:08:31|20294|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|102
146:08:34|20295|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|103
146:08:37|20296|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|104
146:08:39|20297|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|105
146:08:42|20298|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|106
146:08:45|20299|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|107
146:08:48|20300|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, LRV|Jack Schmitt|108
146:11:21|20301|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|109
146:11:31|20302|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|110
146:11:41|20303|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|111
146:11:51|20304|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|112
146:12:01|20305|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|113
146:12:11|20306|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|114
146:12:21|20307|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|115
146:12:31|20308|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|116
146:12:41|20309|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|117
146:12:51|20310|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|118
146:13:01|20311|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|119
146:13:11|20312|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|120
146:13:21|20313|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|121
146:13:31|20314|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|122
146:13:41|20315|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|123
146:14:57|20316|133|J|3401|||||||60|28|EVA 2|LRV traverse / Station 4 to Station 5|Jack Schmitt|124
146:16:55|20317|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5, SPL 5120|Jack Schmitt|125
146:17:20|20318|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|126
146:17:42|20319|133|J|3401|||||||60|28|EVA 2|LRV traverse / Station 4 to Station 5|Jack Schmitt|127
146:18:36|20320|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|128
146:18:46|20321|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|129
146:18:56|20322|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|130
146:19:06|20323|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|131
146:19:16|20324|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 4 TO STA 5|Jack Schmitt|132
146:22:26|20325|133|J|3401|||||||60|28|EVA 2|LRV traverse / Station 4 to Station 5|Jack Schmitt|133
146:22:36|20326|133|J|3401|||||||60|28|EVA 2|LRV traverse / Station 4 to Station 5|Jack Schmitt|134
146:22:46|20327|133|J|3401|||||||60|28|EVA 2|LRV traverse / Station 4 to Station 5|Jack Schmitt|135
146:36:27|20328|133|J|3401|||||||60|28|EVA 2|Station 5 / Samples 5015 & 5035|Jack Schmitt|136
146:36:47|20329|133|J|3401|||||||60|28|EVA 2|Station 5 / Samples 5015 & 5035 / LRV|Jack Schmitt|137
146:40:11|20330|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5055|Jack Schmitt|138
146:40:28|20331|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5055|Jack Schmitt|139
146:40:38|20332|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5055|Jack Schmitt|140
146:40:47|20333|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5055|Jack Schmitt|141
146:40:58|20334|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5055|Jack Schmitt|142
146:41:08|20335|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5055, TONGS, CDR|Jack Schmitt|143
146:41:17|20336|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5055, LRV|Jack Schmitt|144
146:44:14|20337|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5060, 5075|Jack Schmitt|145
146:44:28|20338|133|J|3401|||||||60|28|EVA 2|STA 5, SPL 5060, 5075, LRV|Jack Schmitt|146
146:49:36|20339|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|147
146:49:40|20340|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|148
146:49:44|20341|133|J|3401|||||||60|28|EVA 2|STA 5, PAN, LRV|Jack Schmitt|149
146:49:48|20342|133|J|3401|||||||60|28|EVA 2|LRV|Jack Schmitt|150
146:49:52|20343|133|J|3401|||||||60|28|EVA 2|STA 5, PAN, LRV|Jack Schmitt|151
146:49:56|20344|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|152
146:50:01|20345|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|153
146:50:05|20346|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|154
146:50:09|20347|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|155
146:50:13|20348|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|156
146:50:17|20349|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|157
146:50:21|20350|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|158
146:50:26|20351|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|159
146:50:30|20352|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|160
146:50:34|20353|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|161
146:50:38|20354|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|162
146:50:42|20355|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|163
146:50:47|20356|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|164
146:50:51|20357|133|J|3401|||||||60|28|EVA 2|STA 5, PAN, SCOOP|Jack Schmitt|165
146:50:55|20358|133|J|3401|||||||60|28|EVA 2|STA 5, PAN, SCOOP|Jack Schmitt|166
146:50:59|20359|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|167
146:51:03|20360|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|168
146:51:07|20361|133|J|3401|||||||60|28|EVA 2|STA 5, PAN|Jack Schmitt|169
147:01:04|20362|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|170
147:01:14|20363|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|171
147:01:24|20364|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|172
147:01:34|20365|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|173
147:01:44|20366|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|174
147:02:04|20367|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|175
147:02:14|20368|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|176
147:02:24|20369|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|177
147:02:34|20370|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|178
147:02:44|20371|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|179
147:02:54|20372|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|180
147:03:04|20373|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM|Jack Schmitt|181
147:04:02|20374|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM Pan|Jack Schmitt|182
147:04:17|20375|133|J|3401|||||||60|28|EVA 2|LRV TRAVERSE, STA 5 TO STA LM Pan|Jack Schmitt|183
118:18:20|20376|134|B|SO-368|||||||60|16|EVA 1|STA LM, LRV FLOOR|Jack Schmitt|
118:23:37|20377|134|B|SO-368|||||||60|16|EVA 1|STA LM, LM, LRV, FLAG, CDR|Jack Schmitt|
118:23:47|20378|134|B|SO-368|||||||60|16|EVA 1|Apollo 17 Commander Gene Cernan salutes the U.S. flag|Jack Schmitt|
118:23:53|20379|134|B|SO-368|||||||60|16|EVA 1|Cernan salutes the U.S. flag|Jack Schmitt|
118:24:22|20380|134|B|SO-368|||||||60|16|EVA 1|Cernan salutes the U.S. flag|Jack Schmitt|
118:25:10|20381|134|B|SO-368|||||||60|16|EVA 1|Jack Schmitt poses beside the U.S. flag|Gene Cernan|
118:25:29|20382|134|B|SO-368|||||||60|16|EVA 1|Jack Schmitt poses beside the U.S. flag|Gene Cernan|
118:26:03|20383|134|B|SO-368|||||||60|16|EVA 1|Close view of Schmitt with flag|Gene Cernan|
118:26:11|20384|134|B|SO-368|||||||60|16|EVA 1|Jack Schmitt and U.S. flag with Earth above|Gene Cernan|11-Dec-72
118:26:23|20385|134|B|SO-368|||||||60|16|EVA 1|Cernan holding corner of flag|Jack Schmitt|
118:26:31|20386|134|B|SO-368|||||||60|16|EVA 1|Cernan and the flag|Jack Schmitt|
118:26:50|20387|134|B|SO-368|||||||60|16|EVA 1|Cernan and U.S. flag with Earth above|Jack Schmitt|
118:30:43|20388|134|B|SO-368|||||||60|16|EVA 1|Minus-Z (east) LM footpad|Jack Schmitt|
118:32:32|20389|134|B|SO-368|||||||60|16|EVA 1|Front of LRV, LCRU mirror, TV camera, dustbrush, TCU, battery covers, LRV sampler cups|Jack Schmitt|
121:56:27|20390|134|B|SO-368|||||||60|16|EVA 1|LRV traverse / Station SEP to Station 1 - Bear Mountain|Gene Cernan|
121:56:47|20391|134|B|SO-368|||||||60|16|EVA 1|LRV traverse / Station SEP to Station 1|Gene Cernan|
121:56:57|20392|134|B|SO-368|||||||60|16|EVA 1|LRV TRAVERSE, STA SEP TO STA 1|Gene Cernan|
122:03:30|20393|134|B|SO-368|||||||60|16|EVA 1|LRV traverse / Station SEP to Station 1|Gene Cernan|
122:10:14|20394|134|B|SO-368|||||||60|16|EVA 1|Station 1 boulder prior to sampling|Gene Cernan|
121:10:23|20395|134|B|SO-368|||||||60|16|EVA 1|Station 1 boulder prior to sampling|Gene Cernan|
121:16:54|20396|134|B|SO-368|||||||60|16|EVA 1|Station 1 boulder after sampling|Gene Cernan|
121:17:56|20397|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1135-36, 1155-56, 1175|Gene Cernan|
121:18:01|20398|134|B|SO-368|||||||60|16|EVA 1|Station 1 boulder #2 prior to sampling|Gene Cernan|
121:18:11|20399|134|B|SO-368|||||||60|16|EVA 1|Station 1 boulder #2 after sampling|Gene Cernan|
122:21:34|20400|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1135-36, 1155-56, 1175, LRV, LMP|Gene Cernan|
122:23:13|20401|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1135-36, 1155-56, 1175|Gene Cernan|
122:23:18|20402|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1135-36, 1155-56, 1175|Gene Cernan|
122:23:28|20403|134|B|SO-368|||||||60|16|EVA 1|Station 1 closeup with tongs for focus / scale|Gene Cernan|
122:23:33|20404|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1135-36, 1155-56, 1175|Gene Cernan|
122:25:31|20405|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1500, 1535-606|Gene Cernan|
122:25:36|20406|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1500, 1535-606|Gene Cernan|
122:25:41|20407|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1500, 1535-606|Gene Cernan|
122:26:14|20408|134|B|SO-368|||||||60|16|EVA 1|STA 1, PAN|Gene Cernan|
122:26:18|20409|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:22|20410|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:26|20411|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:30|20412|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:34|20413|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:38|20414|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:42|20415|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:46|20416|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:50|20417|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:54|20418|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:26:58|20419|134|B|SO-368|||||||60|16|EVA 1|STA 1,PAN, LRV TRACKS|Gene Cernan|
122:27:02|20420|134|B|SO-368|||||||60|16|EVA 1|STA 1, PAN, LRV|Gene Cernan|
122:27:06|20421|134|B|SO-368|||||||60|16|EVA 1|LRV|Gene Cernan|
122:27:10|20422|134|B|SO-368|||||||60|16|EVA 1|STA 1, PAN, LRV, SEIS CHRG 6|Gene Cernan|
122:27:14|20423|134|B|SO-368|||||||60|16|EVA 1|STA 1, PAN, LRV, SEIS CHRG 6|Gene Cernan|
122:27:18|20424|134|B|SO-368|||||||60|16|EVA 1|STA 1, PAN, LMP, SEIS CHRG 6|Gene Cernan|
122:27:22|20425|134|B|SO-368|||||||60|16|EVA 1|from Station 1 pan: Schmitt with rake|Gene Cernan|
122:27:26|20426|134|B|SO-368|||||||60|16|EVA 1|Station 1 pan frame - Schmitt with the rake filled with small rocks. Gnomon|Gene Cernan|
