GET_taken|photo_num|mag_number|mag_code|film_type|revolution_num|principal_lat|principal_long|camera_tilt|camera_azimuth|alt_km|lens_mm|sun_elevation|activity_name|description|photographer|date_taken
|23117|151|OO|SO-368|1|11.9 S|164.1 W|56|356|114|80|12|REV 1|KOROLEV, CROOKES|JSC scan|
|23118|151|OO|SO-368|1|10.2 S|161.6 W|63|345|114|80|9|REV 1|KOROLEV, CROOKES|JSC scan|
|23119|151|OO|SO-368|1|09.7 S|167.1 W|62|347|113|80|15|REV 1|CROOKES|JSC scan|
|23120|151|OO|SO-368|1|09.1 S|168.1 W|63|352|111|80|16|REV 1|CROOKES, ICARUS|JSC scan|
|23121|151|OO|SO-368|1|14.3 S|168.0 W|41|354|111|80|15|REV 1|CROOKES, SW OF|JSC scan|
|23122|151|OO|SO-368|1|15.3 S|173.6 W|54|293|110|80|21|REV 1|MCKELLAR, W WALL|JSC scan|
|23123|151|OO|SO-368|1|16.3 S|174.9 W|56|280|110|80|22|REV 1|RACAH|JSC scan|
|23124|151|OO|SO-368|1|16.6 S|176.5 W|59|276|109|80|23|REV 1|RACAH|JSC scan|
|23125|151|OO|SO-368|1|16.3 S|176.7 W|58|278|109|80|23|REV 1|RACAH|JSC scan|
|23126|151|OO|SO-368|1|16.0 S|177.0 W|57|281|108|80|24|REV 1|RACAH|JSC scan|
|23127|151|OO|SO-368|1|15.4 S|179.5 W|62|281|107|80|26|REV 1|RACAH|JSC scan|
|23128|151|OO|SO-368|2||179.0 E||||80||REV 2|RACAH, W WALL|JSC scan|
|23129|151|OO|SO-368|2|13.5 S|179.9 E|62|294|106|80|27|REV 2|RACAH|JSC scan|
|23130|151|OO|SO-368|2|13.8 S|179.8 E|60|292|106|80|27|REV 2|RACAH|JSC scan|
|23131|151|OO|SO-368|2|14.2 S|179.5 E|59|291|105|80|27|REV 2|RACAH|JSC scan|
|23132|151|OO|SO-368|2||176.0 E||||80||REV 2|DAEDALUS, W OF|JSC scan|
|23133|151|OO|SO-368|2|08.0 S|176.8 E|62|344|100|80|30|REV 2|DAEDALUS|JSC scan|
|23134|151|OO|SO-368|2|07.4 S|177.2 E|62|353|100|80|30|REV 2|DAEDALUS|JSC scan|
|23135|151|OO|SO-368|2|07.4 S|177.7 E|62|3|99|80|30|REV 2|DAEDALUS, W WALL|JSC scan|
|23136|151|OO|SO-368|2||177.0 E||||80||REV 2|DAEDALUS|JSC scan|
|23137|151|OO|SO-368|2||179.2 E||||80||REV 2|DAEDALUS, W WALL|JSC scan|
|23138|151|OO|SO-368|2|03.8 S|175.4 E|67|0|98|80|32|REV 2|DAEDALUS|JSC scan|
|23139|151|OO|SO-368|2|06.5 S|174.3 E|63|356|98|80|33|REV 2|DAEDALUS, W OF|JSC scan|
|23140|151|OO|SO-368|2|07.3 S|174.0 E|60|359|98|80|33|REV 2|DAEDALUS, W OF|JSC scan|
|23141|151|OO|SO-368|2|02.6 S|167.7 E|69|333|97|80|40|REV 2|HEAVISIDE, N OF|JSC scan|
|23142|151|OO|SO-368|2|06.0 S|167.2 E|63|338|96|80|40|REV 2|HEAVISIDE, N WALL|JSC scan|
|23143|151|OO|SO-368|2|05.8 S|168.0 E|62|349|96|80|39|REV 2|HEAVISIDE, N WALL|JSC scan|
|23144|151|OO|SO-368|2|05.9 S|166.8 E|61|345|96|80|40|REV 2|HEAVISIDE, N WALL|JSC scan|
|23145|151|OO|SO-368|2|03.9 S|166.5 E|64|8|95|80|41|REV 2|HEAVISIDE, N WALL, STRATTON, DEWAR|JSC scan|
|23146|151|OO|SO-368|2|04.4 S|164.8 E|62|0|95|80|43|REV 2|HEAVISIDE, N WALL, STRATTON, DEWAR|JSC scan|
|23147|151|OO|SO-368|2|04.4 S|163.8 E|61|359|94|80|44|REV 2|KEELER, N WALL, STRATTON, DEWAR|JSC scan|
|23148|151|OO|SO-368|2|03.8 S|162.6 E|62|355|94|80|45|REV 2|KEELER, N WALL, STRATTON, DEWAR|JSC scan|
|23149|151|OO|SO-368|2|04.2 5|161.4 E|61|352|94|80|46|REV 2|KEELER, N WALL|JSC scan|
|23150|151|OO|SO-368|2|03.2 S|159.8 E|63|347|94|80|48|REV 2|KEELER, N WALL, VENTRIS|JSC scan|
|23151|151|OO|SO-368|2|04.3 S|158.7 E|60|341|94|80|49|REV 2|VENTRIS, SCHLIEMANN|JSC scan|
|23152|151|OO|SO-368|2||158.0 E||||80||REV 2|VENTRIS, SCHLIEMANN|JSC scan|
|23153|151|OO|SO-368|2|04.6 S|157.4 E|56|342|94|80|50|REV 2|VENTRIS, SCHLIEMANN|JSC scan|
|23154|151|OO|SO-368|2|04.5 S|155.3 E|58|329|94|80|52|REV 2|VENTRIS, SCHLIEMANN|JSC scan|
|23155|151|OO|SO-368|2|03.3 S|154.3 E|61|332|94|80|53|REV 2|VENTRIS, SCHLIEMANN|JSC scan|
|23156|151|OO|SO-368|2|04.2 S|154.1 E|56|332|94|80|53|REV 2|SCHLIEMANN, CHAPLYGIN|JSC scan|
|23157|151|OO|SO-368|2|04.4 S|153.4 E|53|332|94|80|54|REV 2|SCHLIEMANN, CHAPLYGIN|JSC scan|
|23158|151|OO|SO-368|2|03.2 S|152.7 E|57|338|94|80|55|REV 2|SCHLIEMANN, CHAPLYGIN|JSC scan|
|23159|151|OO|SO-368|2|03.5 S|151.9 E|55|336|94|80|55|REV 2|SCHLIEMANN, CHAPLYGIN|JSC scan|
|23160|151|OO|SO-368|2|03.4 S|151.4 E|53|339|94|80|56|REV 2|CHAPLYGIN|JSC scan|
|23161|151|OO|SO-368|2|02.4 S|150.4 E|56|341|95|80|57|REV 2|CHAPLYGIN|JSC scan|
|23162|151|OO|SO-368|2|00.9 S|150.5 E|60|353|95|80|57|REV 2|CHAPLYGIN, N WALL|JSC scan|
|23163|151|OO|SO-368|2|00.8 N|149.6 E|64|355|95|80|58|REV 2|CHAPLYGIN, N OF|JSC scan|
|23164|151|OO|SO-368|2|03.7 S|146.7 E|48|315|95|80|61|REV 2|CHAPLYGIN, W OF|JSC scan|
|23165|151|OO|SO-368|2|04.7 S|145.2 E|46|292|95|80|62|REV 2|VIL' EV|JSC scan|
|23166|151|OO|SO-368|2|01.0 N|143.0 E|65|325|96|80|64|REV 2|MENDELEEV|JSC scan|
|23167|151|OO|SO-368|2|00.3 N|113.3 E|54|211|121|80|86|REV 2|ABUL WAFA, BUISSON, VESALIUS|JSC scan|
|23168|151|OO|SO-368|2|05.1 N|114.2 E|22|250|122|80|83|REV 2|FIRSOV|JSC scan|
|23169|151|OO|SO-368|2|04.2 N|114.5 E|23|195|123|80|84|REV 2|FIRSOV|JSC scan|
|23170|151|OO|SO-368|2|00.8 N|112.9 E|51|194|124|80|85|REV 2|SUISSON|JSC scan|
|23171|151|OO|SO-368|2|04.8 N|114.1 E|24|156|125|80|84|REV 2|FIRSOV|JSC scan|
|23172|151|OO|SO-368|2|09.6 N|111.7 E|35|342|126|80|78|REV 2|LOBACHEVSKY|JSC scan|
092:40:00|23173|151|OO|SO-368|||||||250||REV 2|EARTHSET|JSC scan|
092:45:55|23174|151|OO|SO-368|||||||250||REV 2|EARTHSET|JSC scan|
092:46:00|23175|151|OO|SO-368|||||||250||REV 2|EARTHSET|JSC scan|
092:46:05|23176|151|OO|SO-368|||||||250||REV 2|EARTHSET|JSC scan|
092:46:10|23177|151|OO|SO-368|||||||250||REV 2|EARTHSET|JSC scan|
|23178|151|OO|SO-368|3|05.3 N|138.9 E|67|14|78|80|67|REV 3|MENDELEEV|JSC scan|
|23179|151|OO|SO-368|3|05.3 N|138.7 E|67|14|78|80|67|REV 3|MENDELEEV|JSC scan|
|23180|151|OO|SO-368|3|05.5 N|120.5 E|73|290|75|80|82|REV 3|GREGORY, W WALL, KING|JSC scan|
|23181|151|OO|SO-368|3|06.6 N|120.4 E|60|328|70|80|82|REV 3|KING|JSC scan|
|23182|151|OO|SO-368|3|07.4 N|116.1 E|68|306|69|80|82|REV 3|LOBACHEVSKY, E OF|JSC scan|
|23183|151|OO|SO-368|3|07.3 N|116.2 E|45|4|62|80|82|REV 3|GUYOT, S OF|JSC scan|
|23184|151|OO|SO-368|3|07.2 N|116.0 E|42|4|62|80|82|REV 3|GUYOT, S OF|JSC scan|
|23185|151|OO|SO-368|3|10.5 N|110.0 E|56|4|57|80|77|REV 3|LOBACHEVSKY, W OF|JSC scan|
|23186|151|OO|SO-368|3|11.4 N|102.2 E|72|358|57|80|72|REV 3|LOBACHEVSKY, W OF|JSC scan|
|23187|151|OO|SO-368|3|14.9 N|100.7 E|67|19|49|80|68|REV 3|MOBIUS, POPOV|JSC scan|
|23188|151|OO|SO-368|||||||80||REV 3|Earthrise beyond the LM from the docked Command Module. This picture was taken during revolution 3.|JSC scan|
|23189|151|OO|SO-368|||||||80||REV 3|EARTH, LM|JSC scan|
|23190|151|OO|SO-368|||||||80||REV 3|EARTH, LM|JSC scan|
|23191|151|OO|SO-368|1|20.8 S|169.1 W|40|168|105|250|13|REV 4|SNIADECKI, N OF|JSC scan|
|23192|151|OO|SO-368|4|20.4 S|168.9 W|49|55|105|250|13|REV 4|SNIADECKI, N OF|JSC scan|
|23193|151|OO|SO-368|4|20.9 S|169.5 W|51|53|104|250|13|REV 4|SNIADECKI, N RIM|JSC scan|
|23194|151|OO|SO-368|5|16.8 S|172.9 E|39|162|100|250|30|REV 5|AITKEN|JSC scan|
|23195|151|OO|SO-368|5|16.6 S|172.6 E|40|158|100|250|31|REV 5|AITKEN|JSC scan|
|23196|151|OO|SO-368|5|04.1 S|152.0 E|51|27|89|250|52|REV 5|CHAPLYGIN, NW WALL|JSC scan|
|23197|151|OO|SO-368|5|04.1 S|152.0 E|51|28|89|250|52|REV 5|CHAPLYGIN, NW WALL|JSC scan|
|23198|151|OO|SO-358|5|04.1 S|151.9 E|51|29|89|250|52|REV 5|CHAPLYGIN, NW WALL|JSC scan|
110:08:09|23199|151|OO|SO-368|||||||80||REV 12|LM IN LUNAR ORBIT|JSC scan|
110:08:23|23200|151|OO|SO-368|||||||80||REV 12|LM IN LUNAR ORBIT|JSC scan|
110:09:50|23201|151|OO|SO-358|||||||80||REV 12|Lunar Module viewed from Command Module|JSC scan|
110:09:58|23202|151|OO|SO-368|||||||80||REV 12|LM IN LUNAR ORBIT|JSC scan|
110:10:34|23203|151|OO|SO-368|||||||80||REV 12|LM IN LUNAR ORBIT|JSC scan|
110:10:37|23204|151|OO|SO-358|||||||80||REV 12|LM IN LUNAR ORBIT|JSC scan|
110:10:47|23205|151|OO|SO-368|||||||80||REV 12|LM IN LUNAR ORBIT|JSC scan|
110:10:54|23206|151|OO|SO-368|||||||80||REV 12|LM IN LUNAR ORBIT|JSC scan|
110:11:47|23207|151|OO|SO-358|||||||80||REV 12|LM IN LUNAR ORBIT, SUN GLARE|JSC scan|
|23208|151|OO|SO-368|27|07.3 N|107.7 E|62|335|125|80|73|REV 27|FIRSOV, W OF|JSC scan|
|23209|151|OO|SO-368|27|14.0 N|109.9 E|65|355|125|80|70|REV 27|FIRSOV|JSC scan|
|23210|151|OO|SO-368|28|16.8 S|174.0 E|57|292|117|80|8|REV 28|AITKEN|JSC scan|
skip|23211|151|OO|SO-368||||||||||BLANK|JSC scan|
|23212|151|OO|SO-368|38|17.9 S|132.6 E|55|227|123|250|37|REV 38|TSIOLKOYSKY, NE WALL|JSC scan|
|23213|151|OO|SO-368|38|17.7 S|132.3 E|55|228|124|250|37|REV 38|TSIOLKOVSKY, NE WALL|JSC scan|
|23214|151|OO|SO-368|38|18.5 S|128.2 E|58|205|124|250|41|REV 38|TSIOLKOVSKY|JSC scan|
|23215|151|OO|SO-368|38|12.5 S|129.0 E|19|186|124|250|42|REV 38|PEREPELKIN, S OF|JSC scan|
|23216|151|OO|SO-368|38|14.0 N|092.5 E|66|3|123|250|72|REV 38|IBN YUNUS, AL-BIRUNI|JSC scan|
|23217|151|OO|SO-368|38|21.5 N|029.5 E|51|316|111|250|35|REV 38|APOLLO 17 LANDING SITE, NW OF|JSC scan|
|23218|151|OO|SO-368|38|20.2 N|030.4 E|36|322|111|250|36|REV 38|APOLLO 17 LANDING SITE|JSC scan|
|23219|151|OO|SO-368|38|22.3 N|009.1 E|38|329|106|250|16|REV 38|SULPICIUS GALLUS, SE OF|JSC scan|
|23220|151|OO|SO-368|38|23.6 N|007.9 E|49|328|106|250|15|REV 38|SULPICIUS CALLUS, NE OF|JSC scan|
|23221|151|OO|SO-368|38|29.3 N|006.1 E|66|341|106|250|13|REV 38|AUTOLYCUS K|JSC scan|
skip|23222|151|OO|SO-368||||||||||BLANK|JSC scan|
|23223|151|OO|SO-368|39|03.1 N|105.6 E|57|48|124|80|65|REV 39|SAENGER, E WALL|JSC scan|
|23224|151|OO|SO-368|39|06.2 N|103.8 E|61|28|124|80|66|REV 39|SAENGER|JSC scan|
|23225|151|OO|SO-368|39|07.3 N|100.9 E|61|11|124|80|68|REV 39|SAENGER, W WALL|JSC scan|
|23226|151|OO|SO-368|40|00.9 N|113.5 E|61|54|124|80|56|REV 40|BUISSON, FIRSOV|JSC scan|
|23227|151|OO|SO-368|40|02.6 N|105.5 E|60|63|123|80|64|REV 40|SAHA, SAENGER|JSC scan|
|23228|151|OO|SO-368|40|00.1 N|106.0 E|61|82|123|80|63|REV 40|SAHA|JSC scan|
|23229|151|OO|SO-368|40|01.6 S|105.0 E|60|95|123|80|64|REV 40|SAHA, EINTHOVEN|JSC scan|
|23230|151|OO|SO-368|40|04.4 N|099.9 E|60|65|123|80|69|REV 40|ERBO, SAENGER|JSC scan|
|23231|151|OO|SO-368|40|01.2 N|099.6 E|58|80|123|80|70|REV 40|SAHA, WYLD, SAENGER|JSC scan|
|23232|151|OO|SO-368|40|00.7 S|100.7 E|61|99|123|80|69|REV 40|SAHA, WYLD|JSC scan|
|23233|151|OO|SO-368|40|00.5 S|099.1 E|58|103|123|80|70|REV 40|SAHA, WYLD|JSC scan|
|23234|151|OO|SO-368|41|27.7 S|160.9 E|65|151|121|80|7|REV 41|CYRANO, PARACELSUS, THOMSON|JSC scan|
|23235|151|OO|SO-368|41|24.9 S|147.9 E|61|180|122|80|19|REV 41|GAGARIN, PAVLOV, JULES VERNE|JSC scan|
|23236|151|OO|SO-368|49|17.6 S|146.9 E|38|311|112|80|13|REV 49|GAGARIN|JSC scan|
|23237|151|OO|SO-368|49|27.0 S|144.5 E|61|194|112|80|15|REV 49|PAVLOV, LEVI-CIVATA, JULES VERNE|JSC scan|
|23238|151|OO|SO-368|49|10.7 S|144.3 E|61|357|112|80|16|REV 49|MARCONI|JSC scan|
|23239|151|OO|SO-368|49|13.5 S|135.5 E|42|336|112|80|24|REV 49|CHAUVENET|JSC scan|
|23240|151|OO|SO-368|49|10.0 S|118.7 E|31|308|112|80|41|REV 49|LANGEMAK|JSC scan|
|23241|151|OO|SO-368|49|00.3 N|115.7 E|65|357|112|80|45|REV 49|BUISSON, ABUL WAFA|JSC scan|
|23242|151|OO|SO-368|49|00.1 N|115.4 E|64|0|112|80|45|REV 49|BUISSON, ABUL WAFA|JSC scan|
|23243|151|OO|SO-368|49|00.2 S|112.4 E|63|347|112|80|48|REV 49|BUISSON, ABUL WAFA|JSC scan|
|23244|151|OO|SO-368|49||109.9 E|64|337|112|80|51|REV 49|BUISSON|JSC scan|
|23245|151|OO|SO-368|49|01.5 S|106.1 E|64|319|112|80|54|REV 49|EINTHOVEN|JSC scan|
|23246|151|OO|SO-368|49|01.6 S|106.5 E|62|324|112|80|54|REV 49|EINTHOVEN|JSC scan|
|23247|151|OO|SO-368|49||152.0 E||||80||REV 49|SAENGER|JSC scan|
|23248|151|OO|SO-368|49|00.2 S|110.0 E|59|0|112|80|50|REV 49|BUISSON|JSC scan|
|23249|151|OO|SO-368|49|00.5 N|112.2 E|62|27|112|80|48|REV 49|BUISSON, N WALL, ABUL WAFA|JSC scan|
|23250|151|OO|SO-368|56|20.0 N|030.7 E|52|352|112|250|12|REV 56|APOLLO 17 LANDING SITE|JSC scan|
|23251|151|OO|SO-368|56|20.2 N|030.8 E|52|7|112|250|15|REV 56|APOLLO 17 LANDING SITE|JSC scan|
|23252|151|OO|SO-368|56|20.2 N|030.6 E|52|0|112|250|14|REV 56|APOLLO 17 LANDING SITE|JSC scan|
|23253|151|OO|SO-368|56|20.2 N|030.5 E|52|2|112|250|13|REV 56|APOLLO 17 LANDING SITE|JSC scan|
|23254|151|OO|SO-368|56|20.1 N|030.6 E|52|14|112|250|13|REV 56|APOLLO 17 LANDING SITE|JSC scan|
|23255|151|OO|SO-368|56|20.2 N|030.5 E|52|17|112|250|14|REV 56|APOLLO 17 LANDING SITE|JSC scan|
|23256|151|OO|SO-368|63|21.9 N|008.8 E|39|96|113|250|43|REV 63|SULPICIUS GALLUS RILLES|JSC scan|
|23257|151|OO|SO-368|63|20.8 N|009.2 E|39|107|113|250|53|REV 63|SULPICIUS GALLUS RILLES|JSC scan|
|23258|151|OO|SO-368|63|20.3 N|010.3 E|41|108|113|250|58|REV 63|SULPICIUS GALLUS RILLES|JSC scan|
|23259|151|OO|SO-368|63|19.9 N|004.6 E|69|53|113|250|36|REV 63|MANILIUS F, N OF|JSC scan|
|23260|151|OO|SO-368|63|05.6 N|019.6 E|64|180|114|250|53|REV 63|GAY-LUSSAC A, COPERNICUS|JSC scan|
|23261|151|OO|SO-368|64|03.1 N|062.8 E|50|148|112|250|82|REV 64|APOLLONIUS G|JSC scan|
|23262|151|OO|SO-368|64|20.5 N|030.8 E|54|325|112|250|58|REV 64|APOLLO 17 LANDING SITE|JSC scan|
|23263|151|OO|SO-368|64|20.4 N|030.7 E|53|325|112|250|58|REV 64|APOLLO 17 LANDING SITE|JSC scan|
|23264|151|OO|SO-368|64|20.1 N|030.5 E|52|323|112|250|58|REV 64|APOLLO 17 LANDING SITE|JSC scan|
|23265|151|OO|SO-368|64|12.1 N|019.7 W|66|191|114|250|15|REV 64|GAY-LUSSAC A, COPERNICUS|JSC scan|
|23266|151|OO|SO-368|64|09.8 N 20.2 W|68|188|114|250|15|REV 64|GAY-LUSSAC A, COPERNICUS||JSC scan|
|23267|151|OO|SO-368|||||||||BLANK||JSC scan|
|23268|151|OO|SO-368|65|20.3 N 29.3 W|45|234|115|80|6|REV 65|EULER P||JSC scan|
|23269|151|OO|SO-368|65|19.4 N 27.0 W|39|182|115|80|8|REV 65|TOBIAS MAYER, A, G, P||JSC scan|
217:15:30|23270|152|PP|SO-368|66|19.4 S|107.3 E|57|211|113|250|34|REV 66|HILBERT, S WALL|JSC scan|
217:19:15|23271|152|PP|SO-368|66||098.5 E||262|113|250||REV 66|RITZ, EARTHRISE|JSC scan|
217:19:25|23272|152|PP|SO-368|66||098.1 E||262|113|250||REV 66|RITZ, EARTHRISE|JSC scan|
217:19:35|23273|152|PP|SO-368|66||098.5 E||264|113|250||REV 66|RITZ, EARTHRISE|JSC scan|
217:19:45|23274|152|PP|SO-368|66||098.2 E||264|113|250||REV 66|Earthrise viewed from Apollo 17|JSC scan|
217:19:55|23275|152|PP|SO-368|66||097.6 E||263|113|250||REV 66|RITZ, EARTHRISE|JSC scan|
217:20:09|23276|152|PP|SO-368|66|12.9 S|095.5 E|66|267|113|250|47|REV 66|RITZ, N WALL, EARTHRISE|JSC scan|
217:20:19|23277|152|PP|SO-368|66||093.9 E||263|113|250||REV 66|RITZ, N WALL, EARTHRISE|JSC scan|
228:19:59|23278|152|PP|SO-368|||||||250||REV 71|EARTHSET FROM CSM|JSC scan|
228:24:40|23279|152|PP|SO-368|||||||250||REV 71|EARTHSET FROM CSM|JSC scan|
228:24:50|23280|152|PP|SO-368|||||||250||REV 71|EARTHSET FROM CSM|JSC scan|
228:25:05|23281|152|PP|SO-368|||||||250||REV 71|EARTHSET FROM CSM|JSC scan|
228:25:11|23282|152|PP|SO-368|||||||250||REV 71|EARTHSET FROM CSM|JSC scan|
233:58:11|23283|152|PP|SO-368|74|02.6 N|63.6 E|12|50|110|250|71|REV 74|WEBB C, N OF|JSC scan|
233:58:21|23284|152|PP|SO-368|74|18.9 N|09.7 E|15|199|114|250|50|REV 74|MANILIUS A, NE OF|JSC scan|
233:58:31|23285|152|PP|SO-368|74|18.9 N|09.7 E|15|199|114|250|50|REV 74|MANILIUS A, NE OF|JSC scan|
233:58:41|23286|152|PP|SO-368|74|18.7 N|05.3 E|29|209|114|250|46|REV 74|MANILIUS E, W OF|JSC scan|
233:58:51|23287|152|PP|SO-368|74|18.7 N|05.3 E|29|205|114|250|46|REV 74|MANILIUS E, W OF|JSC scan|
237:02:09|23288|152|PP|SO-368|||||211||80||TEC|SOUTHERN SEA, HUMBOLDT, MILNE|JSC scan|
237:02:19|23289|152|PP|SO-368|||||169||80||TEC|SOUTHERN SEA, MILNE|JSC scan|
237:02:29|23290|152|PP|SO-368|||||248||80||TEC|SOUTHERN SEA, HUMBOLDT, CURIE|JSC scan|
237:02:39|23291|152|PP|SO-368|||||275||80||TEC|HUMBOLDT, CURIE|JSC scan|
237:02:49|23292|152|PP|SO-368|||||99||80||TEC|TSIOLKOVSKY, MILNE, HILBERT|JSC scan|
237:02:59|23293|152|PP|SO-368|||||279||80||TEC|SMYTH'S SEA, HUMBOLDT|JSC scan|
237:03:09|23294|152|PP|SO-368|||||312||80||TEC|SMYTH'S, BORDER SEAS, PASTEUR|JSC scan|
237:03:19|23295|152|PP|SO-368|||||176||80||TEC|SOUTHERN SEA, MILNE, HUMBOLDT|JSC scan|
237:03:29|23296|152|PP|SO-368|||||303||80||TEC|SMYTH'S, BORDER SEAS|JSC scan|
238:40:18|23297|152|PP|SO-368|||||225||80||TEC|SOUTHERN SEA, HUMBOLDT|JSC scan|
238:40:28|23298|152|PP|SO-368|||||184||80||TEC|SOUTHERN SEA, HUMBOLDT|JSC scan|
238:40:38|23299|152|PP|SO-368|||||350||80||TEC|SMYTH'S, BORDER SEAS|JSC scan|
238:40:48|23300|152|PP|SO-368|||||301||80||TEC|SMYTH'S, BORDER SEAS, HUMBOLDT|JSC scan|
238:40:58|23301|152|PP|SO-368|||||334||80||TEC|SMYTH'S, BORDER SEAS|JSC scan|
240:03:07|23302|152|PP|SO-368|||||165||80||TEC|LUNAR DISC|JSC scan|
240:03:13|23303|152|PP|SO-368|||||239||80||TEC|LUNAR DISC|JSC scan|
240:03:19|23304|152|PP|SO-368|||||296||80||TEC|LUNAR DISC|JSC scan|
240:03:25|23305|152|PP|SO-368|||||353||80||TEC|LUNAR DISC|JSC scan|
240:03:31|23306|152|PP|SO-368|||||45||80||TEC|LUNAR DISC|JSC scan|
240:03:37|23307|152|PP|SO-368|||||89||80||TEC|LUNAR DISC|JSC scan|
240:03:43|23308|152|PP|SO-368|||||292||80||TEC|LUNAR DISC|JSC scan|
240:03:49|23309|152|PP|SO-368|||||200||80||TEC|LUNAR DISC|JSC scan|
240:03:55|23310|152|PP|SO-368|||||302||80||TEC|LUNAR DISC|JSC scan|
240:04:01|23311|152|PP|SO-368|||||295||80||TEC|LUNAR DISC|JSC scan|
240:04:07|23312|152|PP|SO-368|||||306||80||TEC|LUNAR DISC|JSC scan|
242:14:07|23313|152|PP|SO-368|||||||250||TEC|TRANQUILITY, FERTILITY, CRISES, SEAS OF|JSC scan|
242:14:13|23314|152|PP|SO-368|||||||250||TEC|TRANQUILITY, FERTILITY, CRISES, SEAS OF|JSC scan|
242:14:19|23315|152|PP|SO-368|||||||250||TEC|TRANQUILITY, FERTILITY, CRISES, SEAS OF|JSC scan|
242:14:26|23316|152|PP|SO-368|||||||250||TEC|TRANQUILITY, FERTILITY, CRISES, SEAS OF|JSC scan|
242:14:32|23317|152|PP|SO-368|||||||250||TEC|FERTILITY, CRISES, SEAS OF, FOAMING SEA|JSC scan|
242:14:39|23318|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, FERTILITY, CRISES, SEAS OF|JSC scan|
242:14:45|23319|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, FOAMING SEA, BORDER SEA|JSC scan|
242:14:51|23320|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, FOAMING SEA, BORDER SEA|JSC scan|
242:14:58|23321|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, PASTEUR|JSC scan|
242:15:04|23322|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, PASTEUR, MILNE|JSC scan|
242:15:11|23323|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, PASTEUR, MILNE|JSC scan|
242:15:17|23324|152|PP|SO-368|||||||250||TEC|PASTEUR, MILNE|JSC scan|
242:15:24|23325|152|PP|SO-368|||||||250||TEC|PASTEUR, MILNE, CURIE|JSC scan|
242:15:30|23326|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, FOAMING SEA, BORDER SEA|JSC scan|
242:15:36|23327|152|PP|SO-368|||||||250||TEC|SMYTH'S SEA, BORDER SEA|JSC scan|
242:15:43|23328|152|PP|SO-368|||||||250||TEC|TRANQUILITY, CRISES, SEAS OF|JSC scan|
242:15:49|23329|152|PP|SO-368|||||||250||TEC|TRANQUILITY, FERTILITY, SEAS OF|JSC scan|
242:15:56|23330|152|PP|SO-368|||||||250||TEC|TRANQUILITY, CRISES, SEA; OF|JSC scan|
242:16:02|23331|152|PP|SO-368|||||||250||TEC|SOUTHERN SEA, HUMBOLDT|JSC scan|
242:16:09|23332|152|PP|SO-368|||||||250||TEC|SOUTHERN SEA, HUMBOLDT|JSC scan|
242:16:15|23333|152|PP|SO-368|||||||250||TEC|SOUTHERN SEA, HUMBOLDT|JSC scan|
242:16:21|23334|152|PP|SO-368|||||||250||TEC|FERTILITY, TRANQUILITY, SEAS OF|JSC scan|
242:16:28|23335|152|PP|SO-368|||||||250||TEC|GAUSS|JSC scan|
242:16:34|23336|152|PP|SO-368|||||||250||TEC|BORDER SEA, JOLIOT|JSC scan|
242:16:41|23337|152|PP|SO-368|||||||250||TEC|CRISES, SEA OF|JSC scan|
242:16:47|23338|152|PP|SO-368|||||||250||TEC|HUMBOLDT, SOUTHERN SEA, PASTEUR|JSC scan|
242:16:54|23339|152|PP|SO-368|||||||250||TEC|CRISES, TRANQUILITY, SEAS OF|JSC scan|
242:17:00|23340|152|PP|SO-368|||||||250||TEC|CRISES, SERENITY, SEAS OF|JSC scan|
242:17:06|23341|152|PP|SO-368|||||||250||TEC|CRISES, SEA OF, BORDER SEA|JSC scan|
250:30:01|23342|152|PP|SO-368|||||||80||TEC|LUNAR DISC|JSC scan|
250:30:11|23343|152|PP|SO-368|||||||80||TEC|LUNAR DISC|JSC scan|
250:30:21|23344|152|PP|SO-368|||||||80||TEC|LUNAR DISC|JSC scan|
250:30:31|23345|152|PP|SO-368|||||||80||TEC|LUNAR DISC|JSC scan|
252:37:29|23346|152|PP|SO-368|||||||80||TEC|LUNAR DISC|JSC scan|
252:37:39|23347|152|PP|SO-368|||||||80||TEC|LUNAR DISC|JSC scan|
252:37:49|23348|152|PP|SO-368|||||||80||TEC|LUNAR DISC|JSC scan|
skip|23349|152|PP|SO-368||||||||||BLANK|JSC scan|
skip|23350|152|PP|SO-368||||||||||BLANK|JSC scan|
252:37:59|23351|152|PP|SO-368|||||||250||TEC|LUNAR DISC|JSC scan|
252:38:09|23352|152|PP|SO-368|||||||250||TEC|LUNAR DISC|JSC scan|
257:45:46|23353|152|PP|SO-368|||||||80||TEC|Transearth coast, SIM Bay EVA / film retrieval|JSC scan|
257:45:56|23354|152|PP|SO-368|||||||80||TEC|Transearth coast, SIM Bay EVA / film retrieval|JSC scan|
257:46:06|23355|152|PP|SO-368|||||||80||TEC|Transearth coast, SIM Bay EVA / film retrieval|JSC scan|
257:46:16|23356|152|PP|SO-368|||||||80||TEC|Transearth coast, SIM Bay EVA / film retrieval|JSC scan|
