NASA PHOTO NO. AS17-|photo_num|mag_number|mag_code|film_type|sun_elevation|lens_mm|EVA|DESCRIPTION|||
141-21555|21555|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21556|21556|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21557|21557|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21558|21558|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21559|21559|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
140-21393|21393|140|E|SO-368|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21560|21560|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21561|21561|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
140-21394|21394|140|E|SO-368|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21562|21562|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21563|21563|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
140-21395|21395|140|E|SO-368|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21564|21564|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21565|21565|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21566|21566|141|L|3401|36|60|3|LRV TRAVERSE, SPL 6135-37|||
140-21396|21396|140|E|SO-368|36|60|3|LRV TRAVERSE, SPL 6135-37|||
140-21397|21397|140|E|SO-368|36|60|3|LRV TRAVERSE, SPL 6135-37|||
140-21398|21398|140|E|SO-368|36|60|3|LRV TRAVERSE, SPL 6135-37|||
140-21399|21399|140|E|SO-368|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21567|21567|141|L|3401|36|60|3|LRV TRAVERSE, SPL 6135-37|||
141-21568|21568|141|L|3401|36|60|3|LRV TRAVERSE, SPL 6135-37|||
141-21569|21569|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21570|21570|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21571|21571|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21572|21572|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21573|21573|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21574|21574|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
140-21400|21400|140||SO-368|36|60|3|STA 6, LRV|||
141-21575|21575|141|L|3401|36|60|3|STA 6, PAN|||
141-21576|21576|141|L|3401|36|60|3|STA 6, PAN, LRV TRACKS|||
141-21577|21577|141|L|3401|36|60|3|STA 6, PAN|||
141-21578|21578|141|L|3401|36|60|3|STA 6, PAN|||
141-21579|21579|141|L|3401|36|60|3|STA 6, PAN|||
141-21580|21580|141|L|3401|36|60|3|STA 6, PAN|||
141-21581|21581|141|L|3401|36|60|3|STA 6, PAN|||
141-21582|21582|141|L|3401|36|60|3|STA 6, PAN|||
141-21583|21583|141|L|3401|36|60|3|STA 6, PAN|||
141-21584|21584|141|L|3401|36|60|3|STA 6, PAN|||
141-21585|21585|141|L|3401|36|60|3|STA 6, PAN|||
141-21586|21586|141|L|3401|36|60|3|STA 6, PAN|||
141-21587|21587|141|L|3401|36|60|3|STA 6, PAN|||
141-21588|21588|141|L|3401|36|60|3|STA 6, PAN|||
141-21589|21589|141|L|3401|36|60|3|STA 6, PAN|||
141-21590|21590|141|L|3401|36|60|3|STA 6, PAN|||
141-21591|21591|141|L|3401|36|60|3|STA 6, PAN|||
141-21592|21592|141|L|3401|36|60|3|STA 6, PAN|||
141-21593|21593|141|L|3401|36|60|3|STA 6, PAN|||
141-21594|21594|141|L|3401|36|60|3|STA 6, PAN|||
141-21595|21595|141|L|3401|36|60|3|STA 6, PAN|||
141-21596|21596|141|L|3401|36|60|3|STA 6, PAN|||
141-21597|21597|141|L|3401|36|60|3|STA 6, PAN, LRV|||
141-21598|21598|141|L|3401|36|60|3|STA 6, PAN, LRV, CDR|||
141-21599|21599|141|L|3401|36|60|3|STA 6, PAN, LRV, CDR|||
141-21600|21600|141|L|3401|36|60|3|STA 6, PAN, LRV, CDR|||
141-21601|21601|141|L|3401|36|60|3|STA 6, PAN, CDR|||
141-21602|21602|141|L|3401|36|60|3|STA 6, PAN|||
141-21603|21603|141|L|3401|36|60|3|STA 6, PAN|||
141-21604|21604|141|L|3401|36|60|3|STA 6, SPL 6240, 6260, 6280|||
141-21605|21605|141|L|3401|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21401|21401|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21402|21402|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21403|21403|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21404|21404|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21405|21405|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280, SCOOP|||
140-21406|21406|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21407|21407|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21408|21408|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280|||
140-21409|21409|140|E|SO-368|36|60|3|STA 6, SPL 6240, 6260, 6280, LRV|||
141-21606|21606|141|L|3401|36|60|3|STA 6, SPL 6240, 6260, 6280|||
141-21607|21607|141|L|3401|36|60|3|STA 6, SPL 6015, 6215, LRV|||
140-21410|21410|140|E|SO-368|36|60|3|STA 6, SPL 6215|||
140-21411|21411|140|E|SO-368|36|60|3|STA 6, SPL 6015|||
140-21412|21412|140|E|SO-368|36|60|3|STA 6, SPL 6015, 6215, LRV|||
140-21413|21413|140|E|SO-368|36|60|3|STA 6, SPL 6015|||
140-21414|21414|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21415|21415|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21416|21416|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21417|21417|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21418|21418|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21419|21419|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21420|21420|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP, SPL 6215|||
140-21421|21421|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21422|21422|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP, SPL 6215|||
140-21423|21423|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21424|21424|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP, SPL 6215|||
140-21425|21425|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21426|21426|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21427|21427|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21428|21428|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21429|21429|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21430|21430|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21431|21431|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21432|21432|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21433|21433|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21434|21434|140|E|SO-368|36|60|3|STA 6, BOULDER CLOSEUP|||
140-21435|21435|140|E|SO-368|36|60|3|STA 6, BOULDER, SPL 6315|||
140-21436|21436|140|E|SO-368|36|60|3|STA 6, BOULDER, SPL 6315|||
140-21437|21437|140|E|SO-368|36|60|3|STA 6, BOULDER, SPL 6315|||
140-21438|21438|140|E|SO-368|36|60|3|STA 6, BOULDER, SPL 6315|||
140-21439|21439|140|E|SO-368|36|60|3|STA 6, BOULDER, SPL 6315|||
140-21440|21440|140|E|SO-368|36|60|3|STA 6, BOULDER|||
141-21608|21608|141|L|3401|36|60|3|STA 6, SPL 6215, 6235-39, 6305-07, CDR|||
141-21609|21609|141|L|3401|36|60|3|STA 6, SPL 6235-39, 55, 75, 95, 6305-07|||
141-21610|21610|141|L|3401|36|60|3|STA 6, SPL 6235-39, 55, 75, 95, 6305-07, 20|||
140-21441|21441|140||SO-368|36|60|3|STA 6, SPL 6235-39, 6255, 6275, 6295, 6305-07|||
141-21611|21611|141|L|3401|36|60|3|STA 6, SPL 6235-39, 6305-07|||
141-21612|21612|141|L|3401|36|60|3|STA 6, SPL 6235-39, 6305-07|||
141-21613|21613|141|L|3401|36|60|3|STA 6, BOULDER CLOSEUP|||
141-21614|21614|141|L|3401|36|60|3|STA 6, BOULDER CLOSEUP|||
141-21615|21615|141|L|3401|36|60|3|STA 6, SPL 6255, 6275|||
141-21616|21616|141|L|3401|36|60|3|STA 6, SPL 6315|||
141-21617|21617|141|L|3401|36|60|3|STA 6, SPL 6315|||
141-21618|21618|141|L|3401|36|60|3|STA 6, SPL 6315|||
141-21619|21619|141|L|3401|36|60|3|STA 6, SPL 6315|||
141-21620|21620|141|L|3401|36|60|3|STA 6, SPL 6315|||
140-21442|21442|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21443|21443|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21444|21444|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6235-39, 6305-07|||
140-21445|21445|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6235-39, 6305-07|||
140-21446|21446|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21447|21447|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6255, BOULDER|||
140-21448|21448|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6255, BOULDER|||
140-21449|21449|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6255, BOULDER|||
140-21450|21450|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21451|21451|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21452|21452|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6295, BOULDER|||
140-21453|21453|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6235-39, 6255, 6305-07|||
140-21454|21454|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6235-39, 6305-07|||
140-21455|21455|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6295, BOULDER|||
140-21456|21456|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6255, 6275|||
140-21457|21457|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6295, BOULDER|||
140-21458|21458|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6255, 6275|||
140-21459|21459|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6255, 6275|||
140-21460|21460|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320|||
140-21461|21461|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320|||
140-21462|21462|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320|||
140-21463|21463|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21464|21464|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21465|21465|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21466|21466|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21467|21467|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21468|21468|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21469|21469|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21470|21470|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21471|21471|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21472|21472|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21473|21473|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21474|21474|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21475|21475|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21476|21476|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21477|21477|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21478|21478|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21479|21479|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21480|21480|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, 6295, BOULDER|||
140-21481|21481|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21482|21482|140|E|SO-368|36|60|3|STA 6, SPL 6315, 6320, BOULDER|||
140-21483|21483|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21484|21484|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21485|21485|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21486|21486|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21487|21487|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21488|21488|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21489|21489|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21490|21490|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21491|21491|140|E|SO-368|36|60|3|STA 6, PAN, LRV|||
140-21492|21492|140|E|SO-368|36|60|3|STA 6, PAN, LRV|||
140-21493|21493|140|E|SO-368|36|60|3|STA 6, PAN, LRV|||
140-21494|21494|140|E|SO-368|36|60|3|STA 6, PAN, LRV|||
140-21495|21495|140|E|SO-368|36|60|3|STA 6, PAN, LRV|||
140-21496|21496|140|E|SO-368|36|60|3|STA 6, PAN, LMP|||
140-21497|21497|140|E|SO-368|36|60|3|STA 6, PAN, LMP|||
140-21498|21498|140|E|SO-368|36|60|3|STA 6, PAN, LMP|||
140-21499|21499|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21500|21500|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21501|21501|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21502|21502|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21503|21503|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21504|21504|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21505|21505|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21506|21506|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21507|21507|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21508|21508|140|E|SO-368|36|60|3|STA 6, PAN|||
140-21509|21509|140|E|SO-368|36|60|3|STA 6, PAN|||
141-21621|21621|141|L|3401|37|60|3|STA 6, SPL 6500, 6535|||
141-21622|21622|141|L|3401|37|60|3|STA 6, SPL 6500, 6535|||
141-21623|21623|141|L|3401|37|60|3|STA 6, SPL 6500, 6535|||
141-21624|21624|141|L|3401|37|60|3|STA 6, SPL 6500, 6535|||
141-21625|21625|141|L|3401|37|60|3|STA 6, SPL 6500, 6535|||
141-21626|21626|141|L|3401|37|60|3|STA 6, SPL 6500, 6535|||
141-21627|21627|141|L|3401|37|60|3|STA 6, SPL 6500, 6535|||
146-22289|22289|146|F|SO-368|37|60|3|STA 6, LRV, FLOOR|||
146-22290|22290|146|F|SO-368|37|60|3|STA 6, LRV, FLOOR|||
146-22291|22291|146|F|SO-368|37|60|3|STA 6, SPL 6001, CORE TUBE|||
146-22292|22292|146|F|SO-368|37|60|3|STA 6, SPL 6001, CORE TUBE|||
146-22293|22293|146|F|SO-368|37|60|3|STA 6, SPL 6001, LRV, LMP|||
146-22294|22294|146|F|SO-368|37|60|3|STA 6, SPL 6001, LRV, LMP|||
146-22295|22295|146|F|SO-368|37|60|3|STA 6, SPL 6001, CORE HOLE|||
139-21186|21186|139|K|3401|37|500|3|STA 6, N MASSIF|||
139-21187|21187|139|K|3401|37|500|3|STA 6, N MASSIF, FOGGED|||
139-21188|21188|139|K|3401|37|500|3|STA 6, N MASSIF|||
139-21189|21189|139|K|3401|37|500|3|STA 6, N MASSIF|||
139-21190|21190|139|K|3401|37|500|3|STA 6, N MASSIF|||
139-21191|21191|139|K|3401|37|500|3|STA 6, N MASSIF|||
139-21192|21192|139|K|3401|37|500|3|STA 6, N MASSIF|||
139-21193|21193|139|K|3401|37|500|3|STA 6, N MASSIF|||
139-21194|21194|139|K|3401|37|500|3|STA 6, TOWARD STA 3|||
139-21196|21196|139|K|3401|37|500|3|STA 6, TOWARD STA 3|||
139-21197|21197|139|K|3401|37|500|3|STA 6, TOWARD STA 2|||
139-21198|21198|139|K|3401|37|500|3|STA 6, TOWARD STA 2|||
139-21199|21199|139|K|3401|37|500|3|STA 6, TOWARD STA 2|||
139-21200|21200|139|K|3401|37|500|3|STA 6, TOWARD STA 2|||
139-21201|21201|139|K|3401|37|500|3|STA 6, TOWARD STA 2|||
139-21202|21202|139|K|3401|37|500|3|STA 6, TOWARD STA 2|||
139-21203|21203|139|K|3401|37|500|3|STA 6, LM|||
139-21204|21204|139|K|3401|37|500|3|STA 6, LM|||
139-21205|21205|139|K|3401|37|500|3|STA 6, LM|||
139-21206|21206|139|K|3401|37|500|3|STA 6, TOWARD STA 3|||
139-21207|21207|139|K|3401|37|500|3|STA 6, TOWARD STA 3|||
139-21208|21208|139|K|3401|37|500|3|STA 6, S MASSIF|||
139-21209|21209|139|K|3401|37|500|3|STA 6, S MASSIF|||
139-21210|21210|139|K|3401|37|500|3|STA 6, S MASSIF|||
139-21211|21211|139|K|3401|37|500|3|STA 6, S MASSIF|||
146-22296|22296|146|F|SO-368|37|60|3|STA 6, LRV, LMP|||
146-22297|22297|146|F|SO-368|37|60|3|STA 6, LRV, LMP|||
141-21628|21628|141|L|3401|37|60|3|STA 6, BOULDER CLOSEUP|||
141-21629|21629|141|L|3401|37|60|3|STA 6, BOULDER CLOSEUP|||
141-21630|21630|141|L|3401|37|60|3|STA 6, BOULDER CLOSE UP|||
141-21631|21631|141|L|3401|37|60|3|STA 6, BOULDER CLOSEUP|||
141-21632|21632|141|L|3401|37|60|3|STA 6, BOULDER CLOSEUP|||
141-21633|21633|141|L|3401|37|60|3|STA 6, BOULDER CLOSEUP|||
141-21634|21634|141|L|3401|37|60|3|STA 6, BOULDER CLOSEUP|||
141-21635|21635|141|L|3401|37|60|3|STA 6, BOULDER CLOSE-UP|||
141-21636|21636|141|L|3401|37|60|3|STA 6, BOULDER CLOSE UP|||
141-21637|21637|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21638|21638|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21639|21639|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21640|21640|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21641|21641|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21642|21642|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21643|21643|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21644|21644|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21645|21645|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21646|21646|141|L|3401|37|60|3|LRV TRAVERSE, STA 6 TO STA 7|||
141-21647|21647|141|L|3401|37|60|3|STA 7, PAN|||
141-21648|21648|141|L|3401|37|60|3|STA 7, PAN|||
141-21649|21649|141|L|3401|37|60|3|STA 7, PAN|||
141-21650|21650|141|L|3401|37|60|3|STA 7, PAN|||
141-21651|21651|141|L|3401|37|60|3|STA 7, PAN|||
141-21652|21652|141|L|3401|37|60|3|STA 7, PAN|||
141-21653|21653|141|L|3401|37|60|3|STA 7, PAN|||
141-21654|21654|141|L|3401|37|60|3|STA 7, PAN|||
141-21655|21655|141|L|3401|37|60|3|STA 7, PAN, LRV|||
141-21656|21656|141|L|3401|37|60|3|STA 7, PAN|||
141-21657|21657|141|L|3401|37|60|3|STA 7, PAN|||
141-21658|21658|141|L|3401|37|60|3|STA 7, PAN|||
141-21659|21659|141|L|3401|37|60|3|STA 7, PAN|||
141-21660|21660|141|L|3401|37|60|3|STA 7, PAN|||
141-21661|21661|141|L|3401|37|60|3|STA 7, PAN|||
141-21662|21662|141|L|3401|37|60|3|STA 7, PAN|||
141-21663|21663|141|L|3401|37|60|3|STA 7, PAN|||
141-21664|21664|141|L|3401|37|60|3|STA 7, PAN|||
141-21665|21665|141|L|3401|37|60|3|STA 7, LRV FLOOR|||
141-21666|21666|141|L|3401|37|60|3|STA 7, LRV FLOOR|||
141-21667|21667|141|L|3401|37|60|3|STA 7, LRV, OVEREXPOSED|||
146-22298|22298|146|F|SO-368|37|60|3|STA 7, SPL 7115, 7135, BOULDER|||
146-22299|22299|146|F|SO-368|37|60|3|STA 7, SPL 7115, 7135, BOULDER|||
146-22300|22300|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, 7115, 7135|||
146-22301|22301|146|F|SO-368|37|60|3|STA 7, BOULDER|||
146-22302|22302|146|F|SO-368|37|60|3|STA 7, BOULDER|||
146-22303|22303|146|F|SO-368|37|60|3|STA 7, BOULDER|||
146-22304|22304|146|F|SO-368|37|60|3|STA 7, BOULDER|||
146-22305|22305|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22306|22306|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22307|22307|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22308|22308|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22309|22309|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22310|22310|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22311|22311|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22312|22312|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22313|22313|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22314|22314|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER|||
146-22315|22315|146|F|SO-368|37|60|3|STA7, SPL 7075, 7095, BOULDER|||
146-22316|22316|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22317|22317|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22318|22318|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22319|22319|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22320|22320|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22321|22321|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22322|22322|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22323|22323|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22324|22324|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22325|22325|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP|||
146-22326|22326|146|F|SO-368|37|60|3|STA 7, BOULDER CLOSEUP, TONGS|||
146-22327|22327|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER CLOSEUP|||
146-22328|22328|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER CLOSEUP|||
146-22329|22329|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER CLOSEUP|||
146-22330|22330|146|F|SO-368|37|60|3|STA 7, SPL 7075, 7095, BOULDER CLOSEUP|||
146-22331|22331|146|F|SO-368|37|60|3|STA 7, SPL 7135, LMP, HAMMER|||
146-22332|22332|146|F|SO-368|37|60|3|STA 7, SPL 7135|||
146-22333|22333|146|F|SO-368|37|60|3|STA 7, SPL 7135, LMP, HAMMER|||
146-22334|22334|146|F|SO-368|37|60|3|STA 7, SPL 7135|||
146-22335|22335|146|F|SO-368|37|60|3|STA 7, SPL 7135|||
146-22336|22336|146|F|SO-368|37|60|3|STA 7, SPL 7115, 7135|||
146-22337|22337|146|F|SO-368|37|60|3|STA 7, SPL 7115, 7135, LMP, HAMMER|||
146-22338|22338|146|F|SO-368|37|60|3|STA 7, SPL 7115, 7135|||
146-22339|22339|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22340|22340|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22341|22341|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22342|22342|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22343|22343|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22344|22344|146|F|SO-368|37|60|3|STA 7, PAN, LRV, LMP|||
146-22345|22345|146|F|SO-368|37|60|3|STA 7, PAN, LRV, LMP|||
146-22346|22346|146|F|SO-368|37|60|3|STA 7, PAN, LRV, LMP|||
146-22347|22347|146|F|SO-368|37|60|3|STA 7, PAN, LRV, LMP|||
146-22348|22348|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22349|22349|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22350|22350|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22351|22351|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22352|22352|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22353|22353|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22354|22354|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22355|22355|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22356|22356|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22357|22357|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22358|22358|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22359|22359|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22360|22360|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22361|22361|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22362|22362|146|F|SO-368|37|60|3|STA 7, PAN|||
146-22363|22363|146|F|SO-368|37|60|3|STA 7, PAN|||
142-21669|21669|142|M|3401|37|60|3|STA 7, LRV, OVEREXPOSED|||
142-21670|21670|142|M|3401|37|60|3|STA 7, LRV|||
142-21671|21671|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21672|21672|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21673|21673|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21674|21674|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21675|21675|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21676|21676|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21677|21677|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
