|1993|Isotopic ages and characteristics of ancient (pre-Serenitatis) crustal rocks at Apollo 17|Premo, W. R. and Tatsumoto, M.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||45-48 ||nan
|1993|Impact melt breccias at the Apollo 17 landing site|Ryder, G.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||49-50 ||nan
|1984|Most olivine in the lunar highlands is of shallow origin (abs)|Ryder, G.|Proceedings of the 15th Lunar and Planetary Science Conference|nan||707-708 ||nan
|1983|Subdivision of the Mg-suite noritic rocks into Mg-gabbronorites and Mg-norites|James, O. B. and Flohr, M. K.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||A603-A614 ||nan
|1982|Subdivision of the Mg-suite plutonic rocks into Mg-norites and Mg-gabbronorites (abs)|James, O. B.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||360-362 ||nan
|1982|Comparison of orthopyroxenes in lunar norites and diogenites (abs)|Mori, H., Takeda, H., and Miyamoto, M.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||540-541 ||nan
|1982|Ages of Serenitatis breccias: Lunar breccias and soils and their meteoritic analogs|Schaeffer, O. A., Warasila, R., and Labotka, T. C.|nan|nan||nan||nan
|1982|Comparison of thermal history of orthopyroxenes between lunar norites 78236, 72255, and diogenites|Takeda, H., Mori, H., and Miyamoto, M.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||A124-A130 ||nan
|1980|Candidate samples for the earliest lunar crust|Jovanovic, S. and Reed, G. W.|Geochimica et Cosmochimica Acta|Suppl. 12 ||101-111 ||nan
|1980|Thermal and deformational history of diogenites and a lunar norite, as determined by electron microscopy and crystallography (abs)|Mori, H. and Takeda, H.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||743-745 ||nan
|1980|Ni, Co content of metal grains for the identification of indigenous rocks (abs)|Ryder, G., Norman, M. D., and Score, R. A.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||968-970 ||nan
|1980|The distinction of pristine from meteorite-contaminated highlands rocks using metal compositions|Ryder, G., Norman, M. D., and Score, R. A.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||471-479 ||nan
