|1974|Volatile and siderophile trace elements in the soils and rocks of Taurus-Littrow|Baedecker, P. A., Chou, C.-L., Sundberg, L. L., and Wasson, J. T.|Proceedings of the 5th Lunar Science Conference|nan||1625-1643 ||nan
|1974|Inferences from comparative magnetic studies of some Apollo 17 basalts, breccias and soils (abs)|Brecher, A.|Proceedings of the 5th Lunar Science Conference|nan||83-85 ||nan
|1974|Mineral-chemical properties of Apollo 17 mare basalts and terra fragments (abs)|Brown, G. M., Peckett, A., Emeleus, C. H., and Phillips, R.|Proceedings of the 5th Lunar Science Conference|nan||89-91 ||nan
|1974|Elemental composition of Apollo 17 fines and rocks|Brunfelt, A. O., Heier, K. S., Nilssen, B., Steinnes, E., and Sundvoll, B.|Proceedings of the 5th Lunar Science Conference|nan||981-990 ||nan
|1974|Compositional studies of the lunar regolith at the Apollo 17 site|Miller, M. D., Pacer, R. A., Ma, M.-S., Hawke, B. R., Lookhart, G. L., and Ehmann, W. D.|Proceedings of the 5th Lunar Science Conference|nan||1079-1086 ||nan
|1974|Total carbon and sulfur contents of Apollo 17 lunar samples|Moore, C. B., Lewis, C. F., and Cripe, J. D.|Proceedings of the 5th Lunar Science Conference|nan||1897-1906 ||nan
|1974|Liquid-solid equilibria in lunar rocks from Apollo 15, 16 and 17, and phase relations in parts of the system CaMgSi2O6-CaFeSi2O6-Fe2SiO4-CaAl2Si2O8 (abs)|Muan, A., Lofall, T., and Ma, C.-B.|Proceedings of the 5th Lunar Science Conference|nan||529-530 ||nan
|1974|Origin of Apollo 17 rocks and soils|Philpotts, J. A., Schuhmann, S., Kouns, C. W., Lum, R. K. L., and Winzer, S. R.|Proceedings of the 5th Lunar Science Conference|nan||1255-1267 ||nan
|1974|Chemical composition of rocks and soils at Taurus-Littrow|Rose, H. J., Cuttitta, F., Berman, S., Brown, F. W., Carron, M. K., Christian, R. P., Dwornik, E. J., and Greenland, L. P.|Proceedings of the 5th Lunar Science Conference|nan||1119-1133 ||nan
|1974|Carbon compounds in Apollo 17 lunar samples: Indications of cometary contribution to breccia 78155? (abs)|Sill, G. T., Nagy, B., Nagy, L. A., Hamilton, P. B., McEwan, W. S., and Urey, H. C.|Proceedings of the 5th Lunar Science Conference|nan||704-705 ||nan
|1974|A search for trivalent titanium in Apollo 17 pyroxenes (abs)|Sung, C.-M., Abu-Eid, R. M., and Burns, R. G.|Proceedings of the 5th Lunar Science Conference|nan||758-760 ||nan
|1974|Ti3+/Ti4+ ratios in lunar pyroxenes: implications to depth of origin of mare basalt magma|Sung, C.-M., Abu-Eid, R. M., and Burns, R. G.|Proceedings of the 5th Lunar Science Conference|nan||717-726 ||nan
|1974|The lunar time scale and a summary of isotopic evidence for a terminal lunar cataclysm (abs)|Tera, F., Papanastassiou, D. A., and Wasserburg, G. J.|Proceedings of the 5th Lunar Science Conference|nan||792-794 ||nan
|1974|Rock elastic properties and near-surface structure of Taurus-Littrow|Trice, R., Warren, N., and Anderson, O. L.|Proceedings of the 5th Lunar Science Conference|nan||2903-2911 ||nan
|1974|Microscopic and thermomagnetic analysis of Apollo 17 breccia and basalt: feasibility of obtaining meaningful paleointensities of the lunar magnetic field (abs)|Watson, D. E., Larson, E. E., and Reynolds, R. L.|Proceedings of the 5th Lunar Science Conference|nan||827-829 ||nan
