|1993|A concise compilation of petrologic information on possibly pristine nonmare Moon rocks|Warren, P. H.|American Mineralogist|nan||360-376 ||nan
|1992|The recognition of monomict and polymict clasts from Apollo 17 breccias (abs)|Neal, C. R., Taylor, L. A., Schmitt, R. A., and Liu, Y.-G.|Proceedings of the 23rd Lunar and Planetary Science Conference|nan||979-980 ||nan
|1991|Mineral compositions in pristine lunar highland rocks and the diversity of highland magmatism|Bersch, M. G., Taylor, G. J., Keil, K., and Norman, M. D.|Geophysical Research Letters|18 (11)||2085-2088||http://dx.doi.org/10.1029/91GL02540
|1991|Anorthosites with negative Eu anomalies in Apollo 17 breccias: Further evidence for REEP metasomatism (abs)|Eckert, J. O., Taylor, L. A., Neal, C. R., and Patchen, A. D.|Proceedings of the 22nd Lunar and Planetary Science Conference|nan||331-332 ||nan
|1991|Cumulate lithologies and melt rocks from Apollo 17 breccias: Correlations of whole-rock and mineral chemistry (abs)|Eckert, J. O., Taylor, L. A., Neal, C. R., and Schmitt, R. A.|Proceedings of the 22nd Lunar and Planetary Science Conference|nan||333-334 ||nan
|1988|Confirmation of Zr-Hf fractionation in lunar petrogenesis- an interim report (abs)|Hughes, S. S. and Schmitt, R. A.|Proceedings of the 15th Lunar and Planetary Science Conference|nan||385-386 ||nan
|1985|Zr-Hf-Ta fractionation during lunar evolution|Hughes, S. S. and Schmitt, R. A.|Journal of Geophysical Research|90 (S01)||31||http://dx.doi.org/10.1029/JB090iS01p00031
|1984|Pristine rocks (8th foray): "Plagiophile" element ratios, crustal genesis, and the bulk composition of the Moon|Warren, P. H. and Kallemeyn, G. W.|Journal of Geophysical Research|89 (S01)||C16-C24||http://dx.doi.org/10.1029/JB089iS01p00C16
|1983|Subdivision of the Mg-suite noritic rocks into Mg-gabbronorites and Mg-norites|James, O. B. and Flohr, M. K.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||A603-A614 ||nan
|1980|Candidate samples for the earliest lunar crust|Jovanovic, S. and Reed, G. W.|Geochimica et Cosmochimica Acta|Suppl. 12 ||101-111 ||nan
|1979|A summary of the petrology and geochemistry of pristine highland rocks|Norman, M. D. and Ryder, G.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||531-559 ||nan
|1979|The quest for pristine nonmare rocks: A new crop of Toisons d'Or (abs)|Warren, P. H.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||1301-1303 ||nan
|1979|The compositional-petrographic search for pristine nonmare rocks: Third foray|Warren, P. H. and Wasson, J. T.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||583-610 ||nan
|1978|Survey of lunar plutonic and granulitic lithic fragments|Bickel, C. E. and Warner, J. L.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||629-652 ||nan
|1978|Considerations of lunar initial strontium ratio (abs)|Murthy, V. R.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||778-780 ||nan
|1978|Heating experiments and paleointensity determinations|Sugiura, N., Strangway, D. W., and Pearce, G. W.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||3151-3163 ||nan
|1977|Interrelationships between magnetization directions, magnetic fabric and oriented petrographic features in lunar rocks|Brecher, A.|Proceedings of the 8th Lunar Science Conference|nan||703-723 ||nan
