|2011|First lunar occurrence of Keivite-(Y) in troctolitic anorthosite 76335 (abs#2767)|Carpenter, P. K., Edmunsen, J., Cohen, B. A., Zeigler, R. A., and Jolliff, B. L.|Proceedings of the 42nd Lunar and Planetary Science Conference, |nan||nan||nan
|2010|Yttrium silicate in lunar troctolitic anorthosite 76335 (abs#2627)|Edmunson, J., Cohen, B. A., Zeigler, R. A., and Jolliff, B. L.|Proceedings of the 41st Lunar and Planetary Science Conference, |nan||nan||nan
|2007|Sm-Nd isotopic systematics of troctolite 76335 (abs#1962)|Edmunson, J., Nyquist, L. E., and Borg, L. E.|Proceedings of the 38th Lunar and Planetary Science Conference, |nan||nan||nan
|1993|Possible petrogenetic associations among igneous components in North Massif Soils: Evidence in 2-4 mm soil particles from 76503|Jolliff, B. L., Bishop, K. M., and Haskin, L. A.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||92-09 ||nan
|1993|The Apollo 17 samples: The massifs and landslide|Ryder, G.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||48-49 ||nan
|1993|A concise compilation of petrologic information on possibly pristine nonmare Moon rocks|Warren, P. H.|American Mineralogist|nan||360-376 ||nan
|1991|Mineral compositions in pristine lunar highland rocks and the diversity of highland magmatism|Bersch, M. G., Taylor, G. J., Keil, K., and Norman, M. D.|Geophysical Research Letters|18 (11)||2085-2088||http://dx.doi.org/10.1029/91GL02540
|1984|Pristine rocks (8th foray): "Plagiophile" element ratios, crustal genesis, and the bulk composition of the Moon|Warren, P. H. and Kallemeyn, G. W.|Journal of Geophysical Research|89 (S01)||C16-C24||http://dx.doi.org/10.1029/JB089iS01p00C16
|1983|Nickel in olivines and parent magmas of lunar pristine rocks|Ryder, G.|Proceedings of the Workshop on Pristine Highlands Rocks and the Early History of the Moon|nan||66-68 ||nan
|1980|The distinction of pristine from meteorite-contaminated highlands rocks using metal compositions|Ryder, G., Norman, M. D., and Score, R. A.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||471-479 ||nan
|1980|Early lunar petrogenesis, oceanic and extraoceanic|Warren, P. H. and Wasson, J. T.|Geochimica et Cosmochimica Acta|Suppl. 12 ||81-99 ||nan
|1979|A summary of the petrology and geochemistry of pristine highland rocks|Norman, M. D. and Ryder, G.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||531-559 ||nan
|1979|Catalog of pristine non-mare materials Part 1. Non-anorthosites. Revised|Ryder, G. and Norman, M. D.|nan|nan||nan||nan
|1978|Compositional-petrographic investigation of pristine nonmare rocks|Warren, P. H. and Wasson, J. T.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||185-217 ||nan
|1978|The quest for pristine non-mare rocks: Nine nonmare samples free of meteoritic siderophiles (abs)|Warren, P. H., McEwing, C. E., Afiattalab, F., and Wasson, J. T.|Proceedings of the 9th Lunar and Planetary Science Conference, |nan||nan||nan
|1977|Pristine nonmare rocks and the nature of the lunar crust|Warren, P. H. and Wasson, J. T.|Proceedings of the 8th Lunar Science Conference|nan||2215-2235 ||nan
