|1976|Lithification of vitric- and clastic- matrix breccias: SEM photography|Phinney, W. C., McKay, D. S., Simonds, C. H., and Warner, J. L.|Proceedings of the 7th Lunar Science Conference|nan||2469-2492 ||nan
|1975|Thermal regimes in crater debris as deduced from the petrology of the Apollo 17 Station 6 boulder and rake samples (abs)|Simonds, C. H., Phinney, W. C., Warner, J. L., and Heiken, G. H.|Proceedings of the 6th Lunar Science Conference|nan||747-749 ||nan
|1974|Description, Classification and Inventory of Apollo 17 Rake Samples from Station 6|Phinney, W. C., Simonds, C. H., and Warner, J.|nan|nan||nan||nan
