|1993|North Massif lithologies and chemical compositions viewed from 2-4 mm particles of soil sample 76503 (abs)|Bishop, K. M., Jolliff, B. L., Korotev, R. L., and Haskin, L. A.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||2-3 ||nan
|1993|Possible petrogenetic associations among igneous components in North Massif Soils: Evidence in 2-4 mm soil particles from 76503|Jolliff, B. L., Bishop, K. M., and Haskin, L. A.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||92-09 ||nan
