|1988|Core 79001/2: An example of extreme mixing in the lunar regolith (abs)|McKay, D. S., Wentworth, S. J., and Basu, A.|Proceedings of the 19th Lunar and Planetary Science Conference|nan||758-759 ||nan
|1987|A potpourri of regolith breccias: “New” samples from the Apollo 14, 16 and 17 landing sites|Jerde, E. A., Warren, P. H., Morris, R. V., Heiken, G. H., and Vaniman, D. T.|Journal of Geophysical Research|92||E526-E536 ||nan
|1980|Candidate samples for the earliest lunar crust|Jovanovic, S. and Reed, G. W.|Geochimica et Cosmochimica Acta|Suppl. 12 ||101-111 ||nan
|1974|Accretionary particles and microcraters (abs)|Blanford, G. E., McKay, D. S., and Morrison, D. A.|Proceedings of the 5th Lunar Science Conference|nan||67-69 ||nan
