|1994|Siderophile and volatile elements in Apollo 17 impact melts (abs)|James, O. B.|Proceedings of the 25th Lunar and Planetary Science Conference|nan||617-618 ||nan
|1993|U-Pb isotopic ages and characteristics of ancient (>4.0 Ga) lunar highland rocks (abs)|Premo, W. R.|Proceedings of the 24th Lunar and Planetary Science Conference|nan||1169-1170 ||nan
|1993|Isotopic ages and characteristics of ancient (pre-Serenitatis) crustal rocks at Apollo 17|Premo, W. R. and Tatsumoto, M.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||45-48 ||nan
|1993|The Apollo 17 samples: The massifs and landslide|Ryder, G.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||48-49 ||nan
|1993|A concise compilation of petrologic information on possibly pristine nonmare Moon rocks|Warren, P. H.|American Mineralogist|nan||360-376 ||nan
|1992|Trace elements in 59 mostly highland moon rocks|Ebihara, M., Wof, R., Warren, P. H., and Anders, E.|Proceedings of the 22nd Lunar and Planetary Science Conference|nan||417-426 ||nan
|1992|The isotopic record of lunar volcanism|Nyquist, L. E. and Shih, C.-Y.|Geochimica et Cosmochimica Acta|56 (6)||2213-2234||http://dx.doi.org/10.1016/0016-7037(92)90185-l
|1987|Allocation of subsamples of Apollo 17 lunar rocks from the boulder at station 7, for study by the International Consortium|Minkin, J. A., Thompson, C. L., and Chao, E. C. T.|nan|nan||nan||nan
|1983|Subdivision of the Mg-suite noritic rocks into Mg-gabbronorites and Mg-norites|James, O. B. and Flohr, M. K.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||A603-A614 ||nan
|1982|Application of a two-pyroxene thermometer (abs)|Andersen, D. J. and Lindsley, D. H.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||15-16 ||nan
|1982|Subdivision of the Mg-suite plutonic rocks into Mg-norites and Mg-gabbronorites (abs)|James, O. B.|Proceedings of the 13th Lunar and Planetary Science Conference|nan||360-362 ||nan
|1979|A summary of the petrology and geochemistry of pristine highland rocks|Norman, M. D. and Ryder, G.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||531-559 ||nan
|1979|Catalog of pristine non-mare materials Part 1. Non-anorthosites. Revised|Ryder, G. and Norman, M. D.|nan|nan||nan||nan
|1979|Reexamination of diffusion processes in 77115 and 77215 (abs)|Sanford, R. F. and Huebner, J. S.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||1052-1054 ||nan
|1979|Lunar basalts and pristine highland rocks: Comparison of siderophile and volatile elements|Wolf, R., Woodrow, A., and Anders, E.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||2107-2130 ||nan
|1978|Survey of lunar plutonic and granulitic lithic fragments|Bickel, C. E. and Warner, J. L.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||629-652 ||nan
|1978|The Apollo 17 Station 7 boulder: Summary of study by the International Consortium|Minkin, J. A., Thompson, C. L., and Chao, E. C. T.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||877-903 ||nan
|1978|Chronology of the Apollo 17 Station 7 Boulder and the South Serenitatis impact (abs)|Stettler, A., Eberhardt, P., Geiss, J., Grogler, N., and Guggisberg, S.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||1113-1115 ||nan
|1977|Lunar basins and craters: Evidence for systematic compositional changes of bombarding population|Hertogen, J., Janssens, M.-J., Takahashi, H., Palme, H., and Anders, E.|Proceedings of the 8th Lunar Science Conference|nan||17-45 ||nan
|1977|The history of the Apollo 17 Station 7 boulder|Nakamura, N. and Tatsumoto, M.|Proceedings of the 8th Lunar Science Conference|nan||2301-2314 ||nan
|1977|The Apollo 17 melt sheet: Chemistry, age and Rb/Sr systematics|Winzer, S. R., Nava, D. F., Schuhmann, P., Lum, R. K. L., Schuhmann, S., Lindstrom, M. M., Lindstrom, D. J., and Philpotts, J. A.|Earth and Planetary Science Letters|33||389-400 ||nan
|1976|The petrology of 77215, a noritic impact breccia|Chao, E. C. T., Minkin, J. A., and Thompson, C. L.|Proceedings of the 7th Lunar Science Conference|nan||2287-2308 ||nan
|1976|4.4 b.y.-old clast in Boulder 7, Apollo 17: A comprehensive chronological study by U-Pb, Rb-Sr, and Sm-Nd methods|Nakamura, N., Tatsumoto, M., Nunes, P. D., Unruh, D. M., Schwab, A. P., and Wildeman, T. R.|Proceedings of the 7th Lunar Science Conference|nan||2309-2333 ||nan
|1976|Characterization of crust formation on a parent body of achondrites and the Moon by pyroxene crystallography and chemistry|Takeda, H., Miyamoto, M., Ishii, T., and Reid, A. M.|Proceedings of the 7th Lunar Science Conference|nan||3535-3548 ||nan
|1976|Origin of melts, breccias and rocks from the Apollo 17 landing site (abs)|Winzer, S. R., Nava, D. F., Schuhmann, P. J., Schuhmann, S., Lindstrom, M. M., Lum, R. K. L., Lindstrom, D. J., and Philpotts, J. A.|Proceedings of the 7th Lunar Science Conference|nan||941-943 ||nan
