|1999|Ascent and eruption of a lunar high-titanium magma as inferred from the petrology of the 74001/2 drill core|Weitz, C. M., Rutherford, M. J., Head, J. W. I., and McKay, D. S.|Meteoritics & Planetary Science|34 (4)||527 - 540||http://dx.doi.org/10.1111/maps.1999.34.issue-410.1111/j.1945-5100.1999.tb01361.x
|1998|41Ca, 26Al and 10Be in lunar basalt 74275 and 10Be in double drive tube 74002/74001|Fink, D., Klein, J., Middleton, R., Vogt, S., Herzog, G. F., and Reedy, R. C.|Geochimica et Cosmochimica Acta|62 (13)||2389-2402||http://dx.doi.org/10.1016/S0016-7037(98)00134-3
|1991|Nitrogen isotopes in the 74001/74002 double drive tube from Shorty Crater, Apollo 17|Kerridge, J. F., Eugster, O., Kim, J. S., and Marti, K.|Proceedings of the 21st Lunar and Planetary Science Conference|nan||291-299 ||nan
|1981|Double drive tube 74001/2: A two- stage exposure model based on noble gases, chemical abundances and predicted production rates|Eugster, O., Grögler, N., Eberhardt, P., Geiss, J., and Kiesl, W.|Proceedings of the 12th Lunar and Planetary Science Conference|nan||541-558 ||nan
|1980|Noble gases trapped 3.7 AE ago in orange and black glasses from drive tubes 74001/2 (abs)|Eugster, O., Grogler, N., Eberhardt, P., and Geiss, J.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||268-270 ||nan
|1980|Double drive tube 74001/2: Composition of noble gases trapped 3.7 AE ago|Eugster, O., Grögler, N., Eberhardt, P., and Geiss, J.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||1565-1592 ||nan
|1980|Distribution of volatile and non volatile elements in grain-size fractions of Apollo 17 drive tube 74001/2|Krahenbuhl, U.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||1551-1564 ||nan
|1980|Multispectral imaging of the lunar regolith core samples: Preliminary results for 74002|Pieters, C. M., Hawke, B. R., Butler, P., Waltz, S., and Nagle, S.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||1593-1608 ||nan
|1979|Double drive tube 74001/2: History of the black and orange glass; Determination of a pre-exposure 3.7 AE ago by 136Xe/235U dating|Eugster, O., Grögler, N., Eberhardt, P., and Geiss, J.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||1351-1379 ||nan
|1979|Major and trace elements in four strata of Apollo 17 drive tube 74001/2|Krahenbuhl, U., von Gunten, H. R., Jost, D. T., Meyer, G., and Wegmuller, F.|Meteoritics|14||461-463 ||nan
|1979|74001 drive tube: Siderophile elements match IIB iron meteorite pattern|Morgan, J. W. and Wandless, G. A.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||327-340 ||nan
|1979|53Mn profile 74001/2: Comments on the recent history of the core (abs)|Murrell, M. T., Nishiizumi, K., and Arnold, J. R.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||881-883 ||nan
|1978|Chemistry of orange/black soils from core 74001/2|Blanchard, D. P. and Budahn, J. R.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||1969-1980 ||nan
|1978|Depositional and irradiational history and noble gas contents of orange-black droplets in the 74002/1 core from Shorty Crater|Bogard, D. D. and Hirsch, W. C.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||1981-2000 ||nan
|1978|Sublimate morphology on 74001 and 74002 orange and black glassy droplets|Clanton, U. S., McKay, D. S., Watts, G., and Fuhrman, R.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||1945-1957 ||nan
|1978|Sulfur abundances in the 74001/74002 drive tube from Shorty Crater Apollo 17|Gibson, E. K. and Andrawes, F. F.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||2011-2017 ||nan
|1978|Core 74001/2: Grain size and petrology as a key to the rate of in-situ reworking and lateral transport on the lunar surface|McKay, D. S., Heiken, G. H., and Waits, G.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||1913-1932 ||nan
|1978|Depositional and surface history of the Shorty Crater core 74001/2: FMR and magnetic studies|Morris, R. V., Gose, W. A., and Lauer, H. V.|Proceedings of the 9th Lunar and Planetary Science Conference|nan||2033-2048 ||nan
|1978|Drive tubes 74002/74001: Dissection and description. Lunar Core Catalog|Nagle, J. S.|nan|nan||nan||nan
|1974|Apollo 17: Comparative chemistry of olivines, pyroxenes, and plagioclase from regolith samples, 74002, 74241 and 75081|Taylor, J. H. C. and Carter, J. L.|Proceedings of the 5th Lunar Science Conference|nan||925-933 ||nan
