|1990|Petrology and chemistry of Apollo 17 regolith breccias: A history of mixing of highland and mare regolith|Simon, S. B., Papike, J. J., Gosselin, D. C., Laul, J. C., Hughes, S. S., and Schmitt, R. A.|Proceedings of the 20th Lunar and Planetary Science Conference|nan||219-230 ||nan
|1985|Nitrogen abundance and isotopes in lunar breccias- a progress report (abs)|Carr, L. P. and Wright, I. P.|Proceedings of the 16th Lunar and Planetary Science Conference|nan||115-116 ||nan
|1983|Regolith Breccia Workbook|Fruland, R. M.|nan|nan||nan||nan
