|1997|The complex stratigraphy of the highland crust in the Serenitatis region of the Moon inferred from mineral fragment chemistry|Ryder, G., Norman, M. D., and Taylor, G. J.|Geochimica et Cosmochimica Acta|61||1083-1105 ||nan
|1994|Siderophile and volatile elements in Apollo 17 impact melts (abs)|James, O. B.|Proceedings of the 25th Lunar and Planetary Science Conference|nan||617-618 ||nan
|1993|Lithologies contributing to the clast population in Apollo 17 LKFM basaltic impact melts|Norman, M. D., Taylor, G. L., Spudis, P., and Ryder, G.|Proceedings of the Workshop on Geology of the Apollo 17 Landing Site|nan||42-44 ||nan
|1981|Guidebook for the Boulders at Station 6, Apollo 17|Phinney, W. C.|nan|nan||125||nan
|1980|Candidate samples for the earliest lunar crust|Jovanovic, S. and Reed, G. W.|Geochimica et Cosmochimica Acta|Suppl. 12 ||101-111 ||nan
|1979|Ilmenite in the crystallization sequence of lunar rocks|von Engelhardt, W.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||677-694 ||nan
|1978|Origin of magnetization in lunar breccias: An example of thermal overprinting|Gose, W. A., Strangway, D. W., and Pearce, G. W.|Earth and Planetary Science Letters|38 (2)||373-384||http://dx.doi.org/10.1016/0012-821X(78)90111-5
|1977|Lunar basins and craters: Evidence for systematic compositional changes of bombarding population|Hertogen, J., Janssens, M.-J., Takahashi, H., Palme, H., and Anders, E.|Proceedings of the 8th Lunar Science Conference|nan||17-45 ||nan
|1976|Textural remanence: A new model of lunar rock magnetism|Brecher, A.|Earth and Planetary Science Letters|29 (1)||131-145||http://dx.doi.org/10.1016/0012-821X(76)90033-9
|1976|Reduction of mare basalts by sulfur loss|Brett, R.|Geochimica et Cosmochimica Acta|40 (9)||997-1004||http://dx.doi.org/10.1016/0016-7037(76)90042-9
|1976|The chronology of the Apollo 17 Station 6 boulder|Cadogan, P. H. and Turner, G.|Proceedings of the 7th Lunar Science Conference|nan||2267-2285 ||nan
|1976|Electrical properties of Apollo 17 rock and soil samples and a summary of the electrical properties of lunar material at 450 MHz frequency|Gold, T., Bilson, E., and Baron, R. L.|Proceedings of the 7th Lunar Science Conference|nan||2593-2603 ||nan
|1976|The surface chemical composition of lunar samples and its significance for optical properties|Gold, T., Bilson, E., and Baron, R. L.|Proceedings of the 7th Lunar Science Conference|nan||901-911 ||nan
|1976|Composition of the projectiles that bombarded the lunar highlands|Gros, J., Takahashi, H., Hertogen, J., Morgan, J. W., and Anders, E.|Proceedings of the 7th Lunar Science Conference|nan||2403-2425 ||nan
