1983LPI....14..640R|1983|New Analyses of Mare Basalts|Rhodes, J. M., Blanchard, D. P.|Lunar and Planetary Science Conference|||640|ABSTRACT_PLACEHOLDER|
1979LPSC...10..225W|1979|Apollo 17 high-Ti mare basalts: new bulk compositional data, magma types, and petrogenesis.|Warner, R. D., Taylor, G. J., Conrad, G. H., Northrop, H. R., Barker, S., Keil, K., Ma, M. -S., Schmitt, R.|Lunar and Planetary Science Conference Proceedings|1||225|Bulk compositional and mineral chemical data for 28 previously unanalyzed samples support the classification of Apollo-17 high-Ti mare basalts into three-types (A, B, and C), defined on the basis of analyses of fine-grained basalts. The most MgO- and TiO2-rich fine-grained basalts of these types appear to be the best choices for representing the compositions of the parent magmas.|
