1985LPI....16..851T|1985|Xfa-Sr for the Analysis of Elements of Lunar Rocks and Meteorites|Tarasov, L. S., Kudryashova, A. F., Ulyanov, A. A., Baryshev, V. B., Kulipanov, G. N., Skrynsky, A. N.|Lunar and Planetary Science Conference|||851|ABSTRACT_PLACEHOLDER|
1981LPI....12..918R|1981|The Apollo 17 Highlands: the South Massif Soils|Ryder, G.|Lunar and Planetary Science Conference|||918|ABSTRACT_PLACEHOLDER|
